player,age,goat,similarity,distance,data_cutoff,model_version
Haywood Highsmith,27,Kareem Abdul-Jabbar,21.641876745903296,3.6206713573918456,2023-24,V2
Haywood Highsmith,27,Michael Jordan,21.17048907509189,3.7235564395937772,2023-24,V2
Haywood Highsmith,27,Magic Johnson,21.091988543637505,3.7411366544746896,2023-24,V2
Haywood Highsmith,27,LeBron James,20.414340966339722,3.8985171828414864,2023-24,V2
Herbert Jones,25,Larry Bird,27.993207881981675,2.572295123216899,2023-24,V2
Herbert Jones,25,Magic Johnson,26.96377870272004,2.7086790061035564,2023-24,V2
Herbert Jones,25,Michael Jordan,24.80284792395356,3.031795070735573,2023-24,V2
Herbert Jones,25,LeBron James,22.426881582147363,3.458934677730842,2023-24,V2
Herbert Jones,25,Kareem Abdul-Jabbar,22.039802889321688,3.5372456596900927,2023-24,V2
Immanuel Quickley,25,Larry Bird,31.811133888571153,2.1435534599389805,2023-24,V2
Immanuel Quickley,25,Magic Johnson,25.77041551296878,2.880418612174713,2023-24,V2
Immanuel Quickley,25,Michael Jordan,24.98595894113568,3.00224783189589,2023-24,V2
